company_size,customer_segment,contract_type,plan_type,region,age_group,onboarding_completion_pct,arpu,mrr,mrr_segment,expansion_mrr,payment_failures_6m,tenure_months,tenure_bucket,dau_wau_ratio,feature_adoption_rate,login_frequency_monthly,api_calls_monthly,integrations_active,seats_utilized_pct,usage_trend_3m,usage_trend_6m,support_tickets_6m,avg_ticket_resolution_days,nps_score,csat_score,executive_sponsor,decision_maker_change,qbr_meetings_yearly,health_score,customer_growth_pct,competitor_evaluation,contract_renewal_days,churned
1,SMB,0,Premium,Europe,50+,88.7,1706.07,47909.57,Mid Value,1037.82,1,48,> 2 years,0.258,0.458,24.2,101278.0,11,85.3,-0.076,0.023,6,2.9,5,3.2,1,2,2,94.4,48.22,0,93,0
3,Enterprise,0,Standard,APAC,26-35,47.2,2030.84,102071.55,High Value,953.85,0,46,> 2 years,0.575,0.709,28.0,3833.0,4,67.7,-0.261,-0.216,3,3.3,10,4.5,1,1,4,73.4,73.72,0,331,0
3,Enterprise,1,Basic,Europe,36-50,96.9,834.49,28533.14,Low Value,32.74,0,56,> 2 years,0.434,0.767,32.7,23874.0,11,76.0,0.747,0.68,3,3.7,9,4.3,1,0,1,70.6,17.23,0,111,0
2,Mid-Market,1,Basic,LATAM,36-50,14.3,489.66,12862.18,Mid Value,88.05,1,20,1-2 years,0.275,0.177,4.5,1763.0,1,33.0,0.192,0.174,13,2.7,7,3.0,0,0,0,15.9,2.3,0,34,1
2,Mid-Market,1,Premium,North America,26-35,75.3,1727.49,77214.78,High Value,591.93,2,48,> 2 years,0.416,0.747,48.6,18244.0,6,64.8,0.198,0.246,4,0.7,9,3.2,1,1,1,85.0,49.18,1,183,0
3,Enterprise,0,Premium,APAC,36-50,89.2,1323.57,56006.84,Mid Value,93.51,2,27,> 2 years,0.451,0.283,44.3,80199.0,4,90.8,0.596,0.6,7,4.6,6,4.2,0,0,4,59.0,28.85,0,192,0
3,Enterprise,0,Standard,APAC,18-25,47.4,554.7,15535.32,Low Value,808.97,0,61,> 2 years,0.589,0.506,32.8,84854.0,6,72.8,0.687,0.677,6,0.2,9,3.3,1,0,2,57.7,-4.31,0,77,0
1,SMB,0,Standard,APAC,50+,26.4,35.16,1076.41,Low Value,106.92,3,4,< 6 months,0.253,0.176,18.6,3859.0,1,21.6,-0.519,-0.455,3,3.8,3,1.6,0,2,0,20.5,-6.38,0,74,1
3,Enterprise,0,Standard,Europe,36-50,70.2,1218.72,104102.09,High Value,959.83,0,64,> 2 years,0.585,0.476,56.7,98170.0,4,95.4,0.719,0.565,1,1.6,7,2.5,0,0,1,66.9,44.37,0,37,0
2,Mid-Market,0,Premium,APAC,50+,20.2,603.78,15431.98,High Value,194.36,4,21,1-2 years,0.372,0.35,5.0,3871.0,0,17.4,-0.866,-0.762,10,5.6,6,1.4,0,2,1,19.8,-4.62,1,26,1
2,Mid-Market,0,Basic,APAC,36-50,35.5,550.99,16070.89,High Value,73.77,5,8,6-12 months,0.01,0.214,0.0,803.0,0,34.6,-0.231,-0.21,5,4.8,3,1.7,0,2,1,50.4,-28.83,0,74,1
3,Enterprise,0,Premium,Europe,26-35,64.4,1416.94,47106.28,Mid Value,253.65,0,63,> 2 years,0.389,0.646,16.4,99238.0,10,30.0,0.558,0.472,0,1.5,8,3.2,1,1,3,50.7,46.76,0,290,0
3,Enterprise,0,Enterprise,Europe,18-25,70.7,2342.93,259904.36,High Value,1118.14,0,53,> 2 years,0.578,0.515,31.7,99796.0,8,63.8,0.038,0.087,1,1.3,5,3.5,0,0,1,84.7,41.66,0,57,0
1,SMB,0,Premium,APAC,50+,51.1,1846.47,47899.55,Mid Value,1160.35,0,61,> 2 years,0.58,0.452,46.5,1047.0,8,80.4,-0.013,0.002,3,2.1,6,3.2,0,1,4,57.8,41.21,1,328,0
2,Mid-Market,1,Premium,Europe,26-35,50.1,2325.97,93563.38,High Value,878.95,0,63,> 2 years,0.798,0.471,50.6,83770.0,5,72.0,0.515,0.666,1,2.3,5,4.3,0,0,4,74.8,8.11,0,33,0
1,SMB,1,Standard,North America,36-50,56.0,1371.27,15914.61,Low Value,775.86,1,64,> 2 years,0.568,0.31,18.1,91635.0,7,99.3,0.581,0.648,3,2.6,7,4.9,0,1,2,51.3,13.38,1,226,0
3,Enterprise,1,Basic,North America,26-35,74.9,462.07,34347.07,Mid Value,230.58,1,53,> 2 years,0.745,0.571,25.7,46372.0,11,77.6,0.097,0.042,3,3.7,6,4.9,0,0,2,64.6,1.19,1,123,0
2,Mid-Market,0,Basic,Europe,50+,10.0,525.4,10773.85,Mid Value,57.06,1,14,1-2 years,0.132,0.266,7.1,3543.0,2,34.0,0.029,0.108,17,3.7,6,1.7,0,2,2,16.5,-10.52,0,20,1
1,SMB,1,Premium,LATAM,18-25,92.1,1729.27,32081.09,Low Value,449.91,1,69,> 2 years,0.295,0.339,28.1,25270.0,4,60.2,0.813,0.639,5,3.7,10,4.2,0,0,2,53.3,-5.48,0,178,0
3,Enterprise,1,Basic,Europe,18-25,86.4,2575.77,250064.55,High Value,972.68,0,40,> 2 years,0.535,0.843,35.6,8542.0,4,76.1,-0.259,-0.317,4,3.4,6,4.4,1,1,1,81.0,21.2,0,325,0
3,Enterprise,0,Enterprise,Europe,50+,60.3,301.4,24198.16,Low Value,293.29,0,4,< 6 months,0.318,0.792,52.2,2947.0,2,88.9,0.527,0.664,2,3.0,9,4.0,0,0,1,93.2,16.31,0,135,0
3,Enterprise,1,Premium,Europe,50+,13.4,497.02,41592.9,High Value,194.0,3,16,1-2 years,0.242,0.01,6.2,4877.0,0,78.3,-0.134,-0.149,17,10.8,5,2.2,1,1,0,20.2,2.56,1,19,1
3,Enterprise,1,Premium,LATAM,26-35,40.0,1665.91,76770.95,High Value,96.35,0,66,> 2 years,0.402,0.797,35.5,9611.0,4,65.6,-0.174,-0.116,2,4.0,10,2.9,0,1,3,85.6,6.51,1,235,0
2,Mid-Market,2,Basic,North America,26-35,16.2,275.52,17651.19,High Value,127.87,3,1,< 6 months,0.079,0.411,5.2,1862.0,2,22.1,-0.378,-0.449,13,0.2,2,3.1,1,1,1,7.9,-19.34,0,-1,1
1,SMB,1,Standard,Europe,36-50,67.0,1388.51,11678.88,Low Value,1181.05,0,66,> 2 years,0.436,0.652,48.6,7324.0,10,71.8,0.795,0.627,6,3.4,9,3.4,1,0,1,94.5,59.69,0,154,0
3,Enterprise,2,Enterprise,LATAM,26-35,75.2,555.39,37315.11,Mid Value,330.62,1,31,> 2 years,0.175,0.674,23.4,30200.0,8,76.9,-0.123,-0.103,3,3.4,10,4.2,1,1,4,66.0,13.51,0,211,0
3,Enterprise,1,Premium,North America,18-25,74.7,802.82,79494.34,High Value,1354.64,0,24,1-2 years,0.407,0.988,8.9,8642.0,8,30.0,0.812,0.96,4,1.9,8,4.6,0,0,2,61.6,16.47,0,136,0
2,Mid-Market,1,Standard,North America,50+,81.6,692.02,55056.79,Mid Value,878.45,0,40,> 2 years,0.388,0.667,38.7,25376.0,4,74.0,0.49,0.583,0,2.2,6,4.6,1,1,3,69.0,40.2,0,172,0
2,Mid-Market,2,Premium,Europe,18-25,74.5,1143.6,51305.75,Mid Value,685.13,0,4,< 6 months,0.142,0.829,41.4,35625.0,4,97.0,0.888,0.933,4,1.3,7,3.1,0,0,2,77.9,65.48,0,257,0
1,SMB,1,Standard,LATAM,26-35,59.1,2347.55,47738.15,Mid Value,571.6,0,56,> 2 years,0.796,0.65,0.8,18644.0,3,79.3,0.457,0.323,5,2.3,6,3.4,1,1,2,51.1,22.04,0,324,0
3,Enterprise,1,Standard,North America,18-25,40.0,243.72,15977.11,Low Value,53.42,0,59,> 2 years,0.541,0.465,45.2,5393.0,3,58.4,-0.226,-0.261,6,4.6,8,3.6,0,1,2,100.0,55.47,0,68,0
3,Enterprise,0,Standard,APAC,36-50,64.1,677.83,72569.9,Mid Value,213.32,2,22,1-2 years,0.394,0.638,25.1,5703.0,4,40.0,0.706,0.753,4,4.5,10,3.9,0,0,3,65.3,-2.28,0,231,0
3,Enterprise,0,Basic,Europe,18-25,18.6,200.04,14708.31,High Value,4.59,3,10,6-12 months,0.219,0.259,13.1,937.0,2,39.9,0.214,0.254,13,7.4,3,2.1,1,2,1,16.5,7.58,1,10,1
1,SMB,0,Premium,North America,36-50,59.1,2216.15,55755.84,Mid Value,1461.25,0,38,> 2 years,0.679,0.64,32.3,48977.0,3,77.8,-0.372,-0.348,7,0.9,6,4.6,1,0,1,64.7,32.17,0,171,0
1,SMB,1,Standard,LATAM,18-25,51.5,1906.13,38755.78,Mid Value,1135.12,2,62,> 2 years,0.577,0.578,11.1,89295.0,9,67.8,0.685,0.451,7,1.6,9,3.7,1,1,1,55.5,-3.08,0,178,0
3,Enterprise,0,Standard,Europe,36-50,73.7,2398.56,126461.67,High Value,939.13,1,10,6-12 months,0.649,0.763,60.7,36084.0,11,90.1,0.436,0.577,5,5.1,10,4.3,1,0,3,84.2,68.09,0,263,0
3,Enterprise,1,Standard,North America,50+,62.3,2315.03,200514.41,High Value,1456.52,1,34,> 2 years,0.335,0.422,28.1,89691.0,1,88.3,0.49,0.584,5,2.9,6,3.6,0,0,3,50.8,29.33,1,104,0
1,SMB,0,Basic,APAC,50+,24.4,176.18,5150.12,Low Value,134.12,1,11,6-12 months,0.171,0.426,10.3,3217.0,3,54.3,-0.4,-0.305,5,11.7,7,1.3,0,1,0,24.0,6.28,0,3,1
1,SMB,1,Basic,APAC,50+,56.4,36.15,1355.54,Low Value,122.94,6,19,1-2 years,0.093,0.259,12.5,4727.0,1,35.8,-1.012,-1.132,18,9.9,4,2.0,0,2,0,42.2,-22.84,0,11,1
2,Mid-Market,0,Premium,North America,26-35,91.1,2456.39,163085.27,High Value,19.29,0,4,< 6 months,0.452,0.666,41.9,36646.0,10,74.8,0.663,0.727,3,0.9,8,4.3,0,1,1,81.2,7.69,1,126,0
2,Mid-Market,0,Basic,LATAM,18-25,56.0,1604.58,117675.87,High Value,1153.68,2,13,1-2 years,0.607,0.29,25.2,6293.0,3,77.2,0.356,0.298,1,2.8,6,4.3,0,0,3,61.7,66.31,0,53,0
3,Enterprise,1,Basic,LATAM,36-50,75.2,175.62,8909.26,Low Value,1315.97,0,45,> 2 years,0.666,0.828,30.4,49206.0,1,41.2,0.329,0.387,1,2.0,7,3.2,0,1,1,48.4,9.73,0,281,0
3,Enterprise,0,Standard,LATAM,18-25,72.9,772.42,77798.14,High Value,471.1,0,46,> 2 years,0.671,0.703,22.1,78191.0,5,62.1,0.442,0.602,7,1.5,6,4.7,1,1,3,46.6,26.04,0,285,0
2,Mid-Market,1,Standard,APAC,18-25,51.9,1620.43,53702.97,Mid Value,125.12,0,27,> 2 years,0.303,0.35,43.7,29833.0,10,84.6,-0.072,-0.096,7,0.4,5,4.1,0,0,3,80.5,43.53,0,344,0
1,SMB,2,Basic,North America,36-50,52.4,1960.76,45661.05,Mid Value,135.33,2,3,< 6 months,0.34,0.481,21.7,18868.0,3,99.2,0.373,0.258,1,2.5,7,4.0,1,1,4,55.4,31.92,0,286,0
3,Enterprise,1,Standard,LATAM,18-25,51.6,436.8,47964.4,Mid Value,960.22,0,71,> 2 years,0.493,0.87,35.7,63934.0,5,74.9,0.578,0.482,1,3.9,5,4.5,0,3,4,61.7,25.88,0,49,0
2,Mid-Market,1,Standard,LATAM,18-25,74.6,926.17,61432.81,Mid Value,26.92,0,71,> 2 years,0.452,0.337,60.3,13037.0,11,71.5,0.835,1.107,3,2.7,6,4.3,0,2,1,83.1,56.16,0,349,0
3,Enterprise,1,Standard,LATAM,26-35,53.0,563.83,56058.61,Mid Value,1396.45,0,9,6-12 months,0.913,0.828,53.0,94985.0,11,54.2,0.688,0.657,2,1.6,10,3.7,1,0,1,91.3,-1.36,1,294,0
3,Enterprise,1,Standard,Europe,36-50,55.1,919.06,108062.36,High Value,1005.1,0,3,< 6 months,0.366,0.29,52.6,6381.0,7,73.3,-0.25,-0.233,2,4.8,5,3.3,1,0,1,62.8,62.32,0,312,0
3,Enterprise,1,Premium,North America,18-25,67.6,1677.2,182977.93,High Value,1064.21,0,30,> 2 years,0.203,0.644,22.7,12508.0,11,64.3,-0.085,-0.075,7,0.8,7,3.4,0,0,4,95.7,7.42,0,195,0
2,Mid-Market,2,Basic,North America,26-35,36.6,194.46,10054.01,Mid Value,186.39,4,16,1-2 years,0.271,0.31,12.4,3385.0,1,63.5,-0.488,-0.577,3,8.1,5,1.9,1,0,2,25.3,-7.42,1,-18,1
2,Mid-Market,1,Standard,North America,26-35,76.4,2046.92,154140.87,High Value,541.69,0,12,6-12 months,0.56,0.637,35.3,85040.0,11,47.6,0.39,0.433,5,2.2,9,4.2,1,1,3,87.2,73.33,0,269,0
2,Mid-Market,1,Basic,LATAM,36-50,56.8,2505.98,54711.87,Mid Value,934.13,0,29,> 2 years,0.457,0.834,34.2,58697.0,10,100.0,0.679,0.764,0,4.8,7,3.3,1,1,4,67.0,62.14,0,75,0
3,Enterprise,2,Standard,APAC,18-25,77.0,795.69,41494.6,Mid Value,573.33,3,30,> 2 years,0.322,0.456,53.7,39094.0,3,87.5,0.599,0.718,4,3.2,5,3.6,1,1,4,96.6,46.21,0,118,0
1,SMB,0,Standard,Europe,50+,16.3,548.95,9056.62,Mid Value,133.89,0,15,1-2 years,0.274,0.134,14.8,5139.0,2,48.9,-0.796,-0.768,18,13.0,4,1.0,0,1,2,17.4,7.51,0,88,1
2,Mid-Market,0,Standard,APAC,36-50,76.9,2203.02,135394.94,High Value,30.09,0,4,< 6 months,0.552,0.592,41.8,66188.0,3,100.0,-0.015,-0.087,1,5.1,9,4.2,1,0,3,93.3,38.77,0,220,0
1,SMB,0,Premium,North America,18-25,69.4,2340.19,55478.59,Mid Value,1474.7,0,58,> 2 years,0.698,0.646,23.9,42965.0,11,42.6,0.619,0.467,6,4.7,8,2.1,1,2,4,72.7,2.04,0,56,0
2,Mid-Market,0,Standard,North America,26-35,74.5,2338.92,81990.77,High Value,838.31,0,61,> 2 years,0.387,0.625,22.7,4095.0,1,63.5,0.462,0.567,2,3.9,7,3.8,1,0,3,95.6,60.33,1,157,0
2,Mid-Market,1,Standard,Europe,26-35,40.0,1924.17,147933.99,High Value,881.74,0,14,1-2 years,0.657,0.746,20.3,66802.0,6,71.3,1.046,0.753,4,1.6,10,2.9,1,1,1,93.0,3.08,0,170,0
3,Enterprise,1,Standard,Europe,26-35,87.6,1365.83,77183.22,High Value,1130.81,0,51,> 2 years,0.49,0.296,42.9,15920.0,1,59.8,0.303,0.327,7,3.2,6,3.2,0,0,4,77.2,5.93,0,62,0
3,Enterprise,1,Standard,LATAM,50+,70.5,2061.44,103745.66,High Value,550.96,0,62,> 2 years,0.473,0.678,37.7,22412.0,10,62.7,0.495,0.388,3,0.8,5,4.0,0,0,4,77.4,63.9,0,177,0
2,Mid-Market,1,Standard,Europe,50+,87.2,2195.65,37815.48,Mid Value,470.74,0,11,6-12 months,0.48,0.414,18.9,51686.0,10,79.8,0.432,0.386,4,5.1,10,3.7,0,0,2,70.2,57.77,0,84,0
3,Enterprise,0,Enterprise,APAC,26-35,89.2,1255.52,38393.47,Mid Value,1254.73,0,51,> 2 years,0.708,0.636,33.3,61983.0,6,70.1,0.133,0.097,3,2.2,7,4.7,0,0,3,66.4,73.16,0,84,0
2,Mid-Market,0,Basic,APAC,18-25,70.9,289.92,11436.34,Low Value,447.22,0,3,< 6 months,0.608,0.595,41.5,59558.0,1,67.7,0.733,0.723,0,4.4,8,4.1,1,1,3,67.4,40.26,0,229,0
1,SMB,0,Standard,Europe,26-35,75.4,704.98,27676.13,Low Value,264.01,0,38,> 2 years,0.402,0.821,48.8,53631.0,8,61.1,0.055,0.089,3,2.5,5,3.2,0,1,2,57.0,24.47,0,302,0
2,Mid-Market,2,Basic,Europe,26-35,72.2,242.23,14635.86,Low Value,403.14,1,65,> 2 years,0.306,0.916,30.8,53998.0,6,56.2,0.416,0.461,4,2.7,6,4.1,0,0,3,88.4,49.1,0,237,0
1,SMB,2,Standard,North America,50+,10.0,481.78,6129.56,Low Value,10.79,2,15,1-2 years,0.01,0.425,9.3,3700.0,0,66.4,-0.572,-0.563,14,4.6,0,1.0,0,1,1,19.7,2.72,1,76,1
2,Mid-Market,1,Basic,North America,36-50,80.7,809.4,49573.74,Mid Value,929.48,1,65,> 2 years,0.292,0.856,29.2,80246.0,2,48.1,0.462,0.455,5,1.8,5,4.4,1,0,4,81.5,38.26,0,38,0
3,Enterprise,2,Standard,North America,50+,91.2,978.92,58650.4,Mid Value,737.71,0,35,> 2 years,0.674,0.613,56.7,84973.0,4,78.2,0.695,0.506,4,0.7,7,4.4,1,1,3,56.9,69.36,0,350,0
3,Enterprise,1,Premium,APAC,26-35,86.8,1342.76,75018.49,Mid Value,1219.17,1,5,< 6 months,0.547,0.516,49.1,10162.0,9,90.4,0.384,0.248,3,0.7,7,4.6,1,1,2,45.4,3.04,0,71,0
2,Mid-Market,2,Basic,Europe,50+,45.7,2342.62,98533.7,High Value,228.56,0,56,> 2 years,0.523,0.964,24.4,11207.0,7,83.5,-0.098,-0.062,7,3.1,9,4.0,0,0,2,53.0,34.47,0,235,0
1,SMB,0,Basic,LATAM,18-25,31.5,558.59,7062.6,Mid Value,190.17,3,16,1-2 years,0.175,0.126,12.8,1923.0,1,13.5,-0.526,-0.508,8,9.1,6,2.6,0,2,1,24.8,-5.51,0,8,1
2,Mid-Market,1,Standard,LATAM,26-35,66.4,1144.59,64536.32,Mid Value,902.0,0,44,> 2 years,0.387,0.525,36.7,61122.0,10,59.6,0.33,0.446,0,4.3,6,3.7,1,0,2,87.8,31.7,0,40,0
2,Mid-Market,0,Premium,North America,36-50,16.5,387.79,30879.49,High Value,18.34,3,21,1-2 years,0.248,0.129,18.0,2214.0,1,19.1,-0.744,-0.744,3,11.1,1,1.9,0,1,1,37.0,-14.6,0,17,1
3,Enterprise,1,Premium,APAC,18-25,90.4,1930.54,116310.95,High Value,99.39,0,38,> 2 years,0.495,0.582,41.5,12440.0,10,67.3,0.491,0.474,5,3.0,9,4.1,1,0,1,73.6,50.21,0,188,0
3,Enterprise,0,Basic,APAC,26-35,80.7,966.07,49048.67,Mid Value,1264.08,0,21,1-2 years,0.459,0.235,55.0,15802.0,1,75.7,-0.246,-0.293,2,2.4,10,2.9,1,0,3,64.1,-2.52,0,213,0
1,SMB,1,Enterprise,APAC,50+,48.6,123.83,2976.56,Low Value,101.21,3,2,< 6 months,0.52,0.051,6.0,1833.0,2,22.2,-0.348,-0.325,16,7.7,7,2.3,1,1,0,32.6,-16.41,0,1,1
1,SMB,1,Standard,North America,50+,67.3,1234.62,29274.74,Low Value,79.78,1,30,> 2 years,0.512,0.658,22.6,77547.0,2,72.0,0.182,0.173,5,2.5,9,3.3,1,0,2,57.3,2.84,0,207,0
2,Mid-Market,1,Premium,Europe,26-35,70.3,1857.79,72802.45,Mid Value,1499.2,0,23,1-2 years,0.608,0.549,28.7,5411.0,6,37.2,0.426,0.438,6,3.8,5,4.9,0,0,1,100.0,5.57,0,316,0
3,Enterprise,1,Premium,LATAM,26-35,74.2,2327.1,147615.68,High Value,484.57,2,46,> 2 years,0.43,0.938,64.1,487.0,2,33.7,0.325,0.33,0,3.3,10,5.0,0,0,4,60.0,68.5,1,363,0
3,Enterprise,0,Basic,LATAM,26-35,43.7,1933.31,226766.64,High Value,946.87,2,26,> 2 years,0.293,0.616,45.7,40510.0,1,72.9,0.749,0.716,6,1.8,7,3.6,1,2,4,100.0,21.83,0,184,0
2,Mid-Market,2,Premium,North America,26-35,85.1,615.8,23716.67,Low Value,93.84,0,25,> 2 years,0.682,0.402,14.1,46182.0,2,65.2,-0.165,-0.262,0,0.6,8,2.9,1,1,1,99.7,4.04,0,350,0
2,Mid-Market,2,Premium,LATAM,36-50,55.2,419.0,20534.81,Low Value,882.83,1,22,1-2 years,0.637,0.755,30.8,63293.0,10,85.0,0.462,0.369,5,6.2,5,2.6,1,0,3,88.5,40.71,0,294,0
3,Enterprise,0,Standard,North America,36-50,96.4,624.61,64512.88,Mid Value,100.4,0,21,1-2 years,0.407,0.225,21.5,2844.0,6,90.3,0.142,0.196,7,1.9,8,3.8,1,0,2,90.2,33.82,0,275,0
2,Mid-Market,1,Basic,North America,36-50,76.2,1181.03,20833.07,Low Value,558.65,0,69,> 2 years,0.794,0.667,57.4,28690.0,7,80.2,0.707,0.676,3,2.1,10,2.5,1,0,2,58.5,68.24,1,346,0
2,Mid-Market,0,Basic,APAC,18-25,15.5,598.74,45824.53,High Value,19.3,2,9,6-12 months,0.056,0.185,6.0,460.0,2,42.0,0.099,0.152,7,13.3,5,1.9,0,1,2,18.8,4.04,1,39,1
1,SMB,1,Standard,Europe,36-50,46.1,182.69,4378.47,Low Value,145.14,1,6,6-12 months,0.513,0.402,32.1,39923.0,3,63.8,0.818,0.669,4,3.6,9,2.8,1,1,1,92.9,30.59,1,185,0
2,Mid-Market,0,Premium,Europe,26-35,40.0,1405.35,52797.59,Mid Value,1467.84,0,53,> 2 years,0.281,0.627,19.0,45851.0,5,100.0,-0.208,-0.176,2,0.8,8,3.1,1,0,4,82.8,71.76,0,309,0
1,SMB,1,Standard,APAC,36-50,40.0,751.39,25564.33,Low Value,610.12,0,30,> 2 years,0.428,0.769,39.6,26451.0,4,59.3,0.227,0.167,0,2.4,7,4.2,1,0,2,84.9,34.72,0,206,0
2,Mid-Market,1,Basic,APAC,36-50,19.8,76.87,1761.11,Low Value,111.55,4,19,1-2 years,0.024,0.526,11.7,2868.0,3,42.3,0.114,0.007,20,3.0,4,1.5,0,2,1,41.0,-5.88,0,34,1
2,Mid-Market,0,Standard,APAC,26-35,77.9,1866.36,35239.5,Mid Value,1367.05,1,26,> 2 years,0.538,0.337,43.2,96423.0,11,68.3,0.496,0.363,1,0.3,5,4.7,0,1,4,57.5,60.25,0,73,0
3,Enterprise,1,Premium,North America,26-35,58.2,254.07,28210.23,Low Value,747.93,1,3,< 6 months,0.427,0.542,31.2,67268.0,9,50.6,1.019,1.023,2,2.1,5,4.0,0,0,2,74.1,33.93,0,182,0
2,Mid-Market,1,Premium,North America,26-35,65.5,579.41,36101.02,Mid Value,915.67,0,30,> 2 years,0.5,0.749,5.0,24871.0,6,65.2,0.756,0.85,0,3.6,7,3.4,0,0,2,71.1,-5.84,1,343,0
3,Enterprise,0,Premium,Europe,26-35,47.0,1187.22,33383.49,Low Value,1211.16,0,10,6-12 months,0.739,0.89,31.2,83105.0,7,55.4,0.898,1.154,6,2.2,7,3.0,0,0,4,93.4,21.45,1,341,0
1,SMB,0,Premium,LATAM,50+,41.7,536.0,6332.03,Low Value,47.74,2,4,< 6 months,0.105,0.447,0.2,3301.0,0,9.1,-0.208,-0.234,8,6.5,4,1.8,0,2,0,8.7,-15.65,1,19,1
1,SMB,1,Premium,North America,26-35,77.3,188.22,2587.86,Low Value,1449.58,0,25,> 2 years,0.284,0.335,48.0,3250.0,10,75.3,0.843,1.028,1,4.5,8,4.5,0,0,1,83.0,32.05,0,222,0
1,SMB,0,Basic,APAC,50+,43.8,593.75,21174.74,High Value,77.97,2,5,< 6 months,0.01,0.083,14.3,1129.0,3,5.0,-0.479,-0.62,11,11.8,5,1.7,0,2,0,23.5,3.94,1,47,1
2,Mid-Market,1,Enterprise,Europe,18-25,51.5,310.15,18529.93,Low Value,1086.93,1,28,> 2 years,0.425,0.653,67.3,27598.0,10,70.3,0.871,0.972,2,1.4,8,4.9,0,0,1,83.6,42.43,0,195,0
2,Mid-Market,1,Premium,APAC,18-25,85.1,1482.74,30223.56,Low Value,151.13,2,19,1-2 years,0.49,0.803,53.7,65289.0,9,37.6,0.803,0.672,5,1.5,10,3.1,1,0,4,88.9,34.51,1,275,0
1,SMB,0,Standard,LATAM,36-50,41.8,541.2,13217.8,Mid Value,77.17,2,1,< 6 months,0.263,0.54,4.2,2794.0,3,5.0,-0.056,0.003,15,8.0,2,1.1,0,1,0,28.3,-24.25,1,-12,1
2,Mid-Market,1,Standard,APAC,36-50,49.7,679.36,14252.38,Low Value,236.64,0,9,6-12 months,0.424,0.419,59.0,80004.0,2,78.8,0.687,0.467,4,4.9,10,3.8,0,0,2,51.4,22.74,1,310,0
1,SMB,0,Basic,North America,36-50,26.3,84.77,1282.84,Low Value,62.56,1,22,1-2 years,0.23,0.665,12.1,3436.0,2,58.9,-0.63,-0.45,8,10.2,3,2.1,0,0,2,14.4,-17.74,0,-30,1
3,Enterprise,0,Basic,APAC,18-25,56.2,610.65,69917.99,Mid Value,947.95,1,6,6-12 months,0.57,0.836,45.1,12922.0,5,97.8,0.917,0.96,7,3.0,6,3.9,1,0,1,92.3,55.3,0,304,0
2,Mid-Market,2,Enterprise,APAC,36-50,67.8,636.27,20743.31,Low Value,1317.84,0,34,> 2 years,0.589,0.662,17.0,75070.0,10,66.0,-0.125,-0.261,0,3.5,10,3.5,1,0,3,86.9,15.79,0,207,0
1,SMB,1,Premium,Europe,50+,16.2,589.65,16572.38,High Value,194.62,3,7,6-12 months,0.119,0.079,9.4,4094.0,0,45.2,-0.27,-0.25,9,4.7,2,1.3,0,2,1,45.3,-22.56,0,65,1
2,Mid-Market,1,Basic,APAC,36-50,61.9,2272.28,109707.62,High Value,342.89,1,22,1-2 years,0.562,0.819,26.0,81061.0,2,85.8,-0.129,-0.058,7,2.2,9,2.8,1,0,4,86.2,69.06,0,41,0
1,SMB,1,Standard,LATAM,26-35,64.8,182.19,4011.82,Low Value,1182.42,0,14,1-2 years,0.624,0.621,24.1,95071.0,6,89.5,0.306,0.296,6,1.7,9,3.2,0,0,3,88.9,28.87,1,232,0
2,Mid-Market,2,Enterprise,LATAM,18-25,93.3,210.45,7573.51,Low Value,328.19,0,68,> 2 years,0.724,0.462,39.4,101583.0,8,35.1,-0.048,-0.099,6,1.4,10,2.8,1,1,4,53.8,20.91,0,202,0
2,Mid-Market,1,Standard,Europe,36-50,54.9,710.98,25811.03,Low Value,366.43,2,69,> 2 years,0.406,0.701,16.4,70342.0,1,80.6,0.17,0.219,5,4.2,8,4.5,0,0,1,90.4,66.39,0,106,0
3,Enterprise,1,Standard,APAC,36-50,62.0,922.85,25494.19,Low Value,973.46,2,46,> 2 years,0.417,0.445,44.2,91735.0,3,43.6,-0.046,0.028,5,2.1,5,4.7,1,0,1,56.1,76.32,1,228,0
2,Mid-Market,1,Enterprise,LATAM,36-50,69.6,1011.42,78828.18,High Value,1461.92,1,63,> 2 years,0.353,0.481,6.3,48759.0,7,94.5,-0.147,-0.064,3,3.5,5,4.3,1,1,2,75.1,72.73,0,206,0
3,Enterprise,0,Premium,North America,18-25,66.4,2493.62,242043.29,High Value,375.57,0,25,> 2 years,0.527,0.492,44.9,7116.0,7,83.4,0.646,0.496,1,1.6,9,2.2,0,0,4,63.2,71.85,0,129,0
1,SMB,1,Premium,APAC,36-50,84.6,724.42,14731.57,Low Value,300.86,0,3,< 6 months,0.542,0.761,45.9,57314.0,10,70.9,-0.103,-0.08,6,4.9,10,3.4,1,0,4,69.4,73.34,0,349,0
2,Mid-Market,1,Basic,North America,18-25,54.7,1336.17,45232.85,Mid Value,613.67,0,71,> 2 years,0.547,0.323,18.5,51077.0,11,75.5,-0.096,-0.125,7,5.3,9,3.5,1,2,3,90.6,42.74,1,311,0
1,SMB,0,Standard,Europe,50+,52.4,416.02,7505.67,Mid Value,79.08,4,22,1-2 years,0.114,0.41,0.5,346.0,1,21.4,-0.611,-0.498,9,9.3,7,2.2,0,3,2,19.7,3.81,1,-12,1
3,Enterprise,1,Standard,LATAM,26-35,80.5,492.47,27956.76,Low Value,673.71,0,67,> 2 years,0.713,0.704,18.3,38926.0,11,80.2,-0.315,-0.368,4,2.1,9,3.9,0,0,3,100.0,61.98,0,266,0
